label	order	stake_grp	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-mem	Risky first	0	1	ips	0.30409166666666665	0.23783333333333334	0.3602380952380952	0.3007142857142857	0.04903524360477354	1.5257142857142856	13.846666666666666	11.035555555555556
log-power-mem	Risky first	0	1	vertex	0.31627576530612245	0.25547704081632655	0.3722117346938775	0.3181972789115646	0.05002225565178187	1.527162075592569	13.845291479820627	11.026905829596412
log-power-mem	Risky first	0	2	ips	0.41359999999999997	0.35709523809523813	0.4742857142857142	0.40476190476190477	0.044870242575685435	1.7592219986586184	14.23943661971831	10.300469483568076
log-power-mem	Risky first	0	2	vertex	0.42025952380952375	0.36183333333333334	0.4800238095238095	0.3980952380952381	0.04994755152318544	1.7587677725118485	14.281990521327014	10.33175355450237
log-power-mem	Risky first	0	3	ips	0.5385845238095238	0.47355952380952376	0.5945654761904762	0.5895238095238096	0.03555013630836433	2.0353419092755587	15.687203791469194	10.317535545023697
log-power-mem	Risky first	0	3	vertex	0.5444351190476191	0.4792797619047619	0.6076488095238095	0.4926190476190476	0.04747938201668883	2.0378673957621327	15.705741626794259	10.320574162679426
log-power-mem	Risky first	0	4	ips	0.6870273809523809	0.6199523809523809	0.7481309523809524	0.6985714285714285	0.05027641349348792	2.3335365853658536	15.585365853658537	9.371951219512194
log-power-mem	Risky first	0	4	vertex	0.688652380952381	0.6198214285714285	0.7591190476190476	0.6847619047619047	0.05185796981126925	2.335008818342152	15.546296296296296	9.339506172839506
log-power-mem	Risky first	0	5	ips	0.7853571428571428	0.7142857142857143	0.85	0.7428571428571429	0.050715173385532365	2.727536231884058	15.876811594202898	8.521739130434783
log-power-mem	Risky first	0	5	vertex	0.7869166666666666	0.7260714285714287	0.8476190476190476	0.8261904761904763	0.0382524766185622	2.7294117647058824	15.845588235294118	8.5
log-power-mem	Risky first	0	6	ips	0.8669424019607844	0.8037990196078431	0.9240808823529412	0.8872549019607844	0.03721500819271473	3.1692396313364055	17.431451612903224	8.379032258064516
log-power-mem	Risky first	0	6	vertex	0.8657414215686274	0.806311274509804	0.9167279411764706	0.8676470588235294	0.03839948293140393	3.148847926267281	17.33467741935484	8.379032258064516
log-power-mem	Risky first	1	1	ips	0.2166607142857143	0.15696428571428572	0.2857142857142857	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516	24.516129032258064
log-power-mem	Risky first	1	1	vertex	0.23075000000000004	0.17142857142857143	0.3	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516	24.516129032258064
log-power-mem	Risky first	1	2	ips	0.297125	0.22857142857142856	0.3644642857142855	0.29285714285714287	0.050715173385532365	1.8003061224489796	33.607142857142854	24.0
log-power-mem	Risky first	1	2	vertex	0.31026785714285715	0.2333333333333333	0.3904761904761905	0.30476190476190473	0.05180482760063736	1.8022419186652763	33.58759124087591	23.970802919708028
log-power-mem	Risky first	1	3	ips	0.39823214285714287	0.32142857142857145	0.46446428571428555	0.38571428571428573	0.0526032968808714	2.065714285714286	36.8	24.0
log-power-mem	Risky first	1	3	vertex	0.4042261904761905	0.3380952380952381	0.4786904761904761	0.3761904761904762	0.06143432539876667	2.066546762589928	36.85251798561151	24.028776978417266
log-power-mem	Risky first	1	4	ips	0.5234880952380953	0.45476190476190476	0.5857142857142857	0.530952380952381	0.052492242355764794	2.3930900621118014	36.619565217391305	21.608695652173914
log-power-mem	Risky first	1	4	vertex	0.5272440476190475	0.46184523809523814	0.5967261904761905	0.5238095238095237	0.05650613988058596	2.381031746031746	36.43333333333333	21.58888888888889
log-power-mem	Risky first	1	5	ips	0.6231142857142857	0.5637142857142857	0.6847857142857142	0.68	0.05133511583357984	2.7493098688750863	38.84782608695652	20.705314009661837
log-power-mem	Risky first	1	5	vertex	0.6224952380952381	0.5637857142857143	0.6857142857142857	0.6323809523809524	0.04907140920414363	2.7449175824175827	38.79326923076923	20.701923076923077
log-power-mem	Risky first	1	6	ips	0.7125196428571428	0.6564226190476191	0.768625	0.7364285714285714	0.04340906670457449	3.2327847267939434	42.63824884792627	20.23963133640553
log-power-mem	Risky first	1	6	vertex	0.7045321428571429	0.6462950680272108	0.7633205782312925	0.7498639455782312	0.05023970655415116	3.217314022383147	42.32258064516129	20.15668202764977
log-power-mem	Risky second	0	1	ips	0.2854994047619048	0.22614285714285712	0.3443154761904762	0.30523809523809525	0.041541950204390346	1.5253042921204358	13.849775784753364	11.040358744394618
log-power-mem	Risky second	0	1	vertex	0.2790595238095238	0.21883503401360543	0.33708333333333335	0.27840136054421766	0.04589016222073962	1.5253968253968255	13.828888888888889	11.022222222222222
log-power-mem	Risky second	0	2	ips	0.4022047619047619	0.3333095238095238	0.45909523809523806	0.46380952380952384	0.054599320212255296	1.7618598382749326	14.254716981132075	10.30188679245283
log-power-mem	Risky second	0	2	vertex	0.39415952380952374	0.32949999999999996	0.45809523809523806	0.31238095238095237	0.044345762127259235	1.7599730458221023	14.245283018867925	10.30188679245283
log-power-mem	Risky second	0	3	ips	0.5472559523809524	0.47613095238095243	0.6107440476190477	0.5988095238095238	0.046907321234332056	2.0345013477088947	15.660377358490566	10.30188679245283
log-power-mem	Risky second	0	3	vertex	0.5378226190476191	0.4694880952380952	0.595297619047619	0.5071428571428571	0.03547257139436795	2.036530612244898	15.697619047619048	10.31904761904762
log-power-mem	Risky second	0	4	ips	0.6878	0.6122619047619048	0.7576547619047619	0.7547619047619047	0.04414120575023637	2.341717791411043	15.5920245398773	9.349693251533742
log-power-mem	Risky second	0	4	vertex	0.6809404761904762	0.6166071428571428	0.7523809523809524	0.6690476190476191	0.05242549672073599	2.330120481927711	15.55421686746988	9.36144578313253
log-power-mem	Risky second	0	5	ips	0.7902261904761904	0.7261904761904763	0.85	0.7904761904761906	0.04762955066243214	2.7293121693121694	15.87037037037037	8.511111111111111
log-power-mem	Risky second	0	5	vertex	0.7863630952380951	0.7238095238095238	0.8501190476190474	0.7833333333333333	0.04130797993547017	2.7316176470588234	15.889705882352942	8.522058823529411
log-power-mem	Risky second	0	6	ips	0.8694852941176471	0.8161764705882353	0.9191176470588235	0.8602941176470589	0.038335430371496435	3.155555555555556	17.373015873015873	8.380952380952381
log-power-mem	Risky second	0	6	vertex	0.8706617647058823	0.8088235294117647	0.9191176470588235	0.8897058823529411	0.030208677951052126	3.155555555555556	17.373015873015873	8.380952380952381
log-power-mem	Risky second	1	1	ips	0.3313035714285714	0.2571428571428571	0.4073214285714284	0.35714285714285715	0.04945683361636229	1.6215437788018434	32.04032258064516	24.516129032258064
log-power-mem	Risky second	1	1	vertex	0.3259107142857143	0.24285714285714285	0.40714285714285714	0.2785714285714286	0.056853257753332546	1.6215437788018434	32.04032258064516	24.516129032258064
log-power-mem	Risky second	1	2	ips	0.43801190476190477	0.35714285714285715	0.5167261904761904	0.5190476190476191	0.05238095238095238	1.8010277492291882	33.65467625899281	24.028776978417266
log-power-mem	Risky second	1	2	vertex	0.4277142857142857	0.35714285714285715	0.5	0.42142857142857143	0.05101020306102036	1.8003061224489796	33.607142857142854	24.0
log-power-mem	Risky second	1	3	ips	0.5505535714285713	0.4714285714285714	0.6285714285714286	0.5285714285714286	0.0604355936877744	2.065714285714286	36.8	24.0
log-power-mem	Risky second	1	3	vertex	0.5385	0.4641071428571429	0.6071428571428571	0.5285714285714286	0.05202963418219711	2.065714285714286	36.8	24.0
log-power-mem	Risky second	1	4	ips	0.6702380952380952	0.604702380952381	0.7333333333333334	0.6809523809523809	0.0388750713843296	2.3930900621118014	36.619565217391305	21.608695652173914
log-power-mem	Risky second	1	4	vertex	0.661654761904762	0.5928571428571429	0.7214285714285714	0.6642857142857143	0.05164042370092127	2.3930900621118014	36.619565217391305	21.608695652173914
log-power-mem	Risky second	1	5	ips	0.7567357142857142	0.7047619047619048	0.8133571428571429	0.7561904761904762	0.04389469251453656	2.751127819548872	38.78947368421053	20.669856459330145
log-power-mem	Risky second	1	5	vertex	0.7471404761904762	0.6979761904761905	0.8	0.7276190476190477	0.04373943973999714	2.743267259056733	38.770334928229666	20.698564593301434
log-power-mem	Risky second	1	6	ips	0.8265630952380951	0.780952380952381	0.8726190476190476	0.8238095238095238	0.03446459715006139	3.2355512067840837	42.60730593607306	20.210045662100455
log-power-mem	Risky second	1	6	vertex	0.819967261904762	0.7618750000000001	0.866785714285714	0.7892857142857143	0.04259959965018618	3.227987012987013	42.49545454545454	20.181818181818183
