label	order	stake_grp	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-n1n2psd	Risky first	0	1	ips	0.3140267857142857	0.26139880952380956	0.3709761904761904	0.3007142857142857	0.04903524360477354	1.5257142857142856	13.846666666666666	11.035555555555556
log-power-n1n2psd	Risky first	0	1	vertex	0.3088852891156463	0.24973724489795915	0.37271088435374145	0.3181972789115646	0.05002225565178187	1.527162075592569	13.845291479820627	11.026905829596412
log-power-n1n2psd	Risky first	0	2	ips	0.41865714285714284	0.36476190476190473	0.4819047619047619	0.40476190476190477	0.044870242575685435	1.7592219986586184	14.23943661971831	10.300469483568076
log-power-n1n2psd	Risky first	0	2	vertex	0.40997142857142854	0.34664285714285714	0.4714285714285714	0.3980952380952381	0.04994755152318544	1.7587677725118485	14.281990521327014	10.33175355450237
log-power-n1n2psd	Risky first	0	3	ips	0.5407005952380952	0.4804523809523809	0.5992857142857143	0.5895238095238096	0.03555013630836433	2.0353419092755587	15.687203791469194	10.317535545023697
log-power-n1n2psd	Risky first	0	3	vertex	0.5307988095238095	0.47064880952380944	0.5879464285714285	0.4926190476190476	0.04747938201668883	2.0378673957621327	15.705741626794259	10.320574162679426
log-power-n1n2psd	Risky first	0	4	ips	0.6903119047619047	0.6228452380952382	0.7590476190476191	0.6985714285714285	0.05027641349348792	2.3335365853658536	15.585365853658537	9.371951219512194
log-power-n1n2psd	Risky first	0	4	vertex	0.6800083333333333	0.6099642857142857	0.7466904761904762	0.6847619047619047	0.05185796981126925	2.335008818342152	15.546296296296296	9.339506172839506
log-power-n1n2psd	Risky first	0	5	ips	0.7851071428571429	0.7214285714285714	0.8571428571428571	0.7428571428571429	0.050715173385532365	2.727536231884058	15.876811594202898	8.521739130434783
log-power-n1n2psd	Risky first	0	5	vertex	0.7855952380952382	0.719047619047619	0.8476785714285714	0.8261904761904763	0.0382524766185622	2.7294117647058824	15.845588235294118	8.5
log-power-n1n2psd	Risky first	0	6	ips	0.8684007352941177	0.8087622549019609	0.9264705882352942	0.8872549019607844	0.03721500819271473	3.1692396313364055	17.431451612903224	8.379032258064516
log-power-n1n2psd	Risky first	0	6	vertex	0.8729411764705881	0.8161764705882353	0.9240196078431373	0.8676470588235294	0.03839948293140393	3.148847926267281	17.33467741935484	8.379032258064516
log-power-n1n2psd	Risky first	1	1	ips	0.23126785714285714	0.16428571428571428	0.29285714285714287	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516	24.516129032258064
log-power-n1n2psd	Risky first	1	1	vertex	0.22067857142857142	0.16410714285714287	0.2857142857142857	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516	24.516129032258064
log-power-n1n2psd	Risky first	1	2	ips	0.31407142857142856	0.24982142857142858	0.385892857142857	0.29285714285714287	0.050715173385532365	1.8003061224489796	33.607142857142854	24.0
log-power-n1n2psd	Risky first	1	2	vertex	0.297	0.23095238095238096	0.37386904761904755	0.30476190476190473	0.05180482760063736	1.8022419186652763	33.58759124087591	23.970802919708028
log-power-n1n2psd	Risky first	1	3	ips	0.4152857142857143	0.3357142857142857	0.4928571428571429	0.38571428571428573	0.0526032968808714	2.065714285714286	36.8	24.0
log-power-n1n2psd	Risky first	1	3	vertex	0.3901607142857142	0.3070833333333334	0.4642857142857143	0.3761904761904762	0.06143432539876667	2.066546762589928	36.85251798561151	24.028776978417266
log-power-n1n2psd	Risky first	1	4	ips	0.5414821428571428	0.47375	0.6095238095238095	0.530952380952381	0.052492242355764794	2.3930900621118014	36.619565217391305	21.608695652173914
log-power-n1n2psd	Risky first	1	4	vertex	0.5169892857142857	0.44570238095238096	0.5762261904761905	0.5238095238095237	0.05650613988058596	2.381031746031746	36.43333333333333	21.58888888888889
log-power-n1n2psd	Risky first	1	5	ips	0.6425666666666667	0.5761666666666667	0.7038095238095238	0.68	0.05133511583357984	2.7493098688750863	38.84782608695652	20.705314009661837
log-power-n1n2psd	Risky first	1	5	vertex	0.6239976190476191	0.5609047619047619	0.6838095238095239	0.6323809523809524	0.04907140920414363	2.7449175824175827	38.79326923076923	20.701923076923077
log-power-n1n2psd	Risky first	1	6	ips	0.7375595238095238	0.6830773809523809	0.7962202380952381	0.7364285714285714	0.04340906670457449	3.2327847267939434	42.63824884792627	20.23963133640553
log-power-n1n2psd	Risky first	1	6	vertex	0.7236335034013607	0.666999149659864	0.7827738095238094	0.7498639455782312	0.05023970655415116	3.217314022383147	42.32258064516129	20.15668202764977
log-power-n1n2psd	Risky second	0	1	ips	0.3127488095238095	0.25569047619047613	0.3728690476190476	0.30523809523809525	0.041541950204390346	1.5253042921204358	13.849775784753364	11.040358744394618
log-power-n1n2psd	Risky second	0	1	vertex	0.27527083333333335	0.22190901360544218	0.3362329931972789	0.27840136054421766	0.04589016222073962	1.5253968253968255	13.828888888888889	11.022222222222222
log-power-n1n2psd	Risky second	0	2	ips	0.4285357142857143	0.36664285714285716	0.4933333333333333	0.46380952380952384	0.054599320212255296	1.7618598382749326	14.254716981132075	10.30188679245283
log-power-n1n2psd	Risky second	0	2	vertex	0.38949285714285714	0.3246904761904762	0.44959523809523805	0.31238095238095237	0.044345762127259235	1.7599730458221023	14.245283018867925	10.30188679245283
log-power-n1n2psd	Risky second	0	3	ips	0.5654672619047619	0.4999404761904762	0.6309821428571428	0.5988095238095238	0.046907321234332056	2.0345013477088947	15.660377358490566	10.30188679245283
log-power-n1n2psd	Risky second	0	3	vertex	0.5325190476190476	0.4702261904761904	0.5966964285714286	0.5071428571428571	0.03547257139436795	2.036530612244898	15.697619047619048	10.31904761904762
log-power-n1n2psd	Risky second	0	4	ips	0.7019571428571427	0.6252142857142857	0.7691428571428571	0.7547619047619047	0.04414120575023637	2.341717791411043	15.5920245398773	9.349693251533742
log-power-n1n2psd	Risky second	0	4	vertex	0.6735238095238095	0.6094642857142857	0.7429166666666667	0.6690476190476191	0.05242549672073599	2.330120481927711	15.55421686746988	9.36144578313253
log-power-n1n2psd	Risky second	0	5	ips	0.799375	0.7379761904761905	0.8573214285714283	0.7904761904761906	0.04762955066243214	2.7293121693121694	15.87037037037037	8.511111111111111
log-power-n1n2psd	Risky second	0	5	vertex	0.7804404761904763	0.704702380952381	0.85	0.7833333333333333	0.04130797993547017	2.7316176470588234	15.889705882352942	8.522058823529411
log-power-n1n2psd	Risky second	0	6	ips	0.877077205882353	0.8233455882352941	0.9338235294117647	0.8602941176470589	0.038335430371496435	3.155555555555556	17.373015873015873	8.380952380952381
log-power-n1n2psd	Risky second	0	6	vertex	0.8653676470588235	0.8014705882352942	0.9191176470588235	0.8897058823529411	0.030208677951052126	3.155555555555556	17.373015873015873	8.380952380952381
log-power-n1n2psd	Risky second	1	1	ips	0.3423214285714286	0.2642857142857143	0.42857142857142855	0.35714285714285715	0.04945683361636229	1.6215437788018434	32.04032258064516	24.516129032258064
log-power-n1n2psd	Risky second	1	1	vertex	0.3154285714285714	0.2357142857142857	0.39285714285714285	0.2785714285714286	0.056853257753332546	1.6215437788018434	32.04032258064516	24.516129032258064
log-power-n1n2psd	Risky second	1	2	ips	0.4475059523809524	0.3642261904761905	0.5214880952380953	0.5190476190476191	0.05238095238095238	1.8010277492291882	33.65467625899281	24.028776978417266
log-power-n1n2psd	Risky second	1	2	vertex	0.4171428571428572	0.34285714285714286	0.4857142857142857	0.42142857142857143	0.05101020306102036	1.8003061224489796	33.607142857142854	24.0
log-power-n1n2psd	Risky second	1	3	ips	0.5521607142857142	0.4785714285714286	0.6357142857142857	0.5285714285714286	0.0604355936877744	2.065714285714286	36.8	24.0
log-power-n1n2psd	Risky second	1	3	vertex	0.5235	0.45	0.5928571428571429	0.5285714285714286	0.05202963418219711	2.065714285714286	36.8	24.0
log-power-n1n2psd	Risky second	1	4	ips	0.670702380952381	0.6047619047619048	0.738095238095238	0.6809523809523809	0.0388750713843296	2.3930900621118014	36.619565217391305	21.608695652173914
log-power-n1n2psd	Risky second	1	4	vertex	0.6382380952380953	0.5666071428571429	0.7048809523809523	0.6642857142857143	0.05164042370092127	2.3930900621118014	36.619565217391305	21.608695652173914
log-power-n1n2psd	Risky second	1	5	ips	0.7513357142857143	0.7	0.8066904761904762	0.7561904761904762	0.04389469251453656	2.751127819548872	38.78947368421053	20.669856459330145
log-power-n1n2psd	Risky second	1	5	vertex	0.7216261904761905	0.6704761904761904	0.7714761904761904	0.7276190476190477	0.04373943973999714	2.743267259056733	38.770334928229666	20.698564593301434
log-power-n1n2psd	Risky second	1	6	ips	0.8181476190476189	0.7609523809523809	0.8702678571428571	0.8238095238095238	0.03446459715006139	3.2355512067840837	42.60730593607306	20.210045662100455
log-power-n1n2psd	Risky second	1	6	vertex	0.7898541666666666	0.7345238095238095	0.8393154761904762	0.7892857142857143	0.04259959965018618	3.227987012987013	42.49545454545454	20.181818181818183
