label	order	stake_grp	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-cspl5-perc.mapjitter.klw	Risky first	1	2	vertex	0.33828571428571425	0.2571428571428571	0.41904761904761906	0.30476190476190473	0.05180482760063736	1.8022419186652763	33.58759124087591	23.970802919708028
log-cspl5-perc.mapjitter.klw	Risky first	1	3	ips	0.4280178571428571	0.35	0.5071428571428571	0.38571428571428573	0.0526032968808714	2.065714285714286	36.8	24.0
log-cspl5-perc.mapjitter.klw	Risky first	1	3	vertex	0.42321428571428577	0.35	0.5001190476190475	0.3761904761904762	0.06143432539876667	2.066546762589928	36.85251798561151	24.028776978417266
log-cspl5-perc.mapjitter.klw	Risky first	1	4	ips	0.5360416666666666	0.4666666666666666	0.6024404761904761	0.530952380952381	0.052492242355764794	2.3930900621118014	36.619565217391305	21.608695652173914
log-cspl5-perc.mapjitter.klw	Risky first	1	4	vertex	0.5279845238095239	0.4523571428571428	0.5966904761904762	0.5238095238095237	0.05650613988058596	2.381031746031746	36.43333333333333	21.58888888888889
log-cspl5-perc.mapjitter.klw	Risky first	1	5	ips	0.61705	0.540952380952381	0.6876666666666665	0.68	0.05133511583357984	2.7493098688750863	38.84782608695652	20.705314009661837
log-cspl5-perc.mapjitter.klw	Risky first	1	5	vertex	0.6068119047619047	0.5485714285714286	0.6714285714285714	0.6323809523809524	0.04907140920414363	2.7449175824175827	38.79326923076923	20.701923076923077
log-cspl5-perc.mapjitter.klw	Risky first	1	6	ips	0.6979279761904762	0.6323630952380952	0.7523988095238096	0.7364285714285714	0.04340906670457449	3.2327847267939434	42.63824884792627	20.23963133640553
log-cspl5-perc.mapjitter.klw	Risky first	1	6	vertex	0.6798013605442176	0.6216896258503402	0.7422304421768707	0.7498639455782312	0.05023970655415116	3.217314022383147	42.32258064516129	20.15668202764977
log-cspl5-perc.mapjitter.klw	Risky second	0	1	ips	0.3362166666666667	0.2747559523809524	0.40292857142857136	0.30523809523809525	0.041541950204390346	1.5253042921204358	13.849775784753364	11.040358744394618
log-cspl5-perc.mapjitter.klw	Risky second	0	1	vertex	0.32047831632653057	0.26645408163265305	0.3836734693877551	0.27840136054421766	0.04589016222073962	1.5253968253968255	13.828888888888889	11.022222222222222
log-cspl5-perc.mapjitter.klw	Risky second	0	2	ips	0.4296166666666666	0.36378571428571427	0.49433333333333335	0.46380952380952384	0.054599320212255296	1.7618598382749326	14.254716981132075	10.30188679245283
log-cspl5-perc.mapjitter.klw	Risky second	0	2	vertex	0.41994523809523815	0.3609523809523809	0.4847619047619047	0.31238095238095237	0.044345762127259235	1.7599730458221023	14.245283018867925	10.30188679245283
log-cspl5-perc.mapjitter.klw	Risky second	0	3	ips	0.5400863095238094	0.4785119047619048	0.6083333333333334	0.5988095238095238	0.046907321234332056	2.0345013477088947	15.660377358490566	10.30188679245283
log-cspl5-perc.mapjitter.klw	Risky second	0	3	vertex	0.5405583333333334	0.4759166666666666	0.6053333333333333	0.5071428571428571	0.03547257139436795	2.036530612244898	15.697619047619048	10.31904761904762
log-cspl5-perc.mapjitter.klw	Risky second	0	4	ips	0.6544928571428571	0.5790238095238095	0.7190833333333333	0.7547619047619047	0.04414120575023637	2.341717791411043	15.5920245398773	9.349693251533742
log-cspl5-perc.mapjitter.klw	Risky second	0	4	vertex	0.657077380952381	0.5785714285714286	0.7286309523809523	0.6690476190476191	0.05242549672073599	2.330120481927711	15.55421686746988	9.36144578313253
log-cspl5-perc.mapjitter.klw	Risky second	0	5	ips	0.7419166666666667	0.6690476190476191	0.8143452380952381	0.7904761904761906	0.04762955066243214	2.7293121693121694	15.87037037037037	8.511111111111111
log-cspl5-perc.mapjitter.klw	Risky second	0	5	vertex	0.7475833333333333	0.6666071428571428	0.8214285714285714	0.7833333333333333	0.04130797993547017	2.7316176470588234	15.889705882352942	8.522058823529411
log-cspl5-perc.mapjitter.klw	Risky second	0	6	ips	0.8218749999999999	0.7571691176470589	0.8897058823529411	0.8602941176470589	0.038335430371496435	3.155555555555556	17.373015873015873	8.380952380952381
log-cspl5-perc.mapjitter.klw	Risky second	0	6	vertex	0.824889705882353	0.75	0.8897058823529411	0.8897058823529411	0.030208677951052126	3.155555555555556	17.373015873015873	8.380952380952381
log-cspl5-perc.mapjitter.klw	Risky second	1	1	ips	0.3626428571428572	0.2855357142857143	0.45	0.35714285714285715	0.04945683361636229	1.6215437788018434	32.04032258064516	24.516129032258064
log-cspl5-perc.mapjitter.klw	Risky second	1	1	vertex	0.369375	0.2857142857142857	0.45	0.2785714285714286	0.056853257753332546	1.6215437788018434	32.04032258064516	24.516129032258064
log-cspl5-perc.mapjitter.klw	Risky second	1	2	ips	0.45466666666666666	0.369047619047619	0.5333333333333333	0.5190476190476191	0.05238095238095238	1.8010277492291882	33.65467625899281	24.028776978417266
log-cspl5-perc.mapjitter.klw	Risky second	1	2	vertex	0.45214285714285724	0.37857142857142856	0.5285714285714286	0.42142857142857143	0.05101020306102036	1.8003061224489796	33.607142857142854	24.0
log-cspl5-perc.mapjitter.klw	Risky second	1	3	ips	0.5435357142857142	0.47125	0.6214285714285714	0.5285714285714286	0.0604355936877744	2.065714285714286	36.8	24.0
log-cspl5-perc.mapjitter.klw	Risky second	1	3	vertex	0.5353928571428571	0.4642857142857143	0.6071428571428571	0.5285714285714286	0.05202963418219711	2.065714285714286	36.8	24.0
log-cspl5-perc.mapjitter.klw	Risky second	1	4	ips	0.637107142857143	0.5619047619047619	0.7119642857142857	0.6809523809523809	0.0388750713843296	2.3930900621118014	36.619565217391305	21.608695652173914
log-cspl5-perc.mapjitter.klw	Risky second	1	4	vertex	0.6281726190476191	0.554702380952381	0.7048214285714286	0.6642857142857143	0.05164042370092127	2.3930900621118014	36.619565217391305	21.608695652173914
log-cspl5-perc.mapjitter.klw	Risky second	1	5	ips	0.7092809523809523	0.6504761904761904	0.7705000000000001	0.7561904761904762	0.04389469251453656	2.751127819548872	38.78947368421053	20.669856459330145
log-cspl5-perc.mapjitter.klw	Risky second	1	5	vertex	0.6904452380952381	0.6266666666666667	0.7476190476190476	0.7276190476190477	0.04373943973999714	2.743267259056733	38.770334928229666	20.698564593301434
log-cspl5-perc.mapjitter.klw	Risky second	1	6	ips	0.7744238095238096	0.7154226190476191	0.8323809523809523	0.8238095238095238	0.03446459715006139	3.2355512067840837	42.60730593607306	20.210045662100455
log-cspl5-perc.mapjitter.klw	Risky second	1	6	vertex	0.751235119047619	0.6987797619047619	0.807172619047619	0.7892857142857143	0.04259959965018618	3.227987012987013	42.49545454545454	20.181818181818183
